Indicatore,MetodoA,MetodoB,nInversioni,SegnoIniziale,SegnoFinale,InvertitoAgliEstremi,PenetrazioneSegnoIniziale_pct,PenetrazioneSegnoFinale_pct,DivarioMax,ConfigurazioniValide
QoS_new,Nucleolo,Adaptive Sampling Shapley,1,1,-1,1,14.3,71.42,0.0113356,5
QoS_new,Nucleolo,Tri-level EP,1,1,-1,1,14.3,71.42,0.0110394,5
QoS_new,Nash Bargaining,Variance Least Core,0,1,1,0,14.3,71.42,0.00104543,5
QoS_new,Nash Bargaining,Equal Split,0,-1,-1,0,14.3,71.42,0.0156465,5
QoS_new,Nash Bargaining,Proportional to Consumption,2,-1,-1,0,14.3,71.42,0.00020659,5
QoS_new,Nash Bargaining,Remuneration Model 1,4,-1,-1,0,14.3,71.42,0.00017686,5
QoS_new,Nash Bargaining,Cascading Tree,0,-1,-1,0,14.3,71.42,0.0091008,5
QoS_new,Nash Bargaining,Weighted Solidarity,0,-1,-1,0,14.3,71.42,0.0108141,5
QoS_new,Nash Bargaining,Pearson Key,0,-1,-1,0,14.3,71.42,0.00116348,5
QoS_new,Nash Bargaining,Pearson-Sharing Rate,0,-1,-1,0,14.3,71.42,0.00125822,5
QoS_new,Nash Bargaining,Similarity-Utilization,0,-1,-1,0,14.3,71.42,0.0111848,5
QoS_new,Nash Bargaining,Marginal Contribution,0,0,0,0,NaN,NaN,0,5
QoS_new,Nash Bargaining,Stratified Expected Value,0,-1,-1,0,14.3,71.42,0.000298995,5
QoS_new,Nash Bargaining,Adaptive Sampling Shapley,0,-1,-1,0,14.3,71.42,0.000153701,5
QoS_new,Nash Bargaining,Tri-level EP,0,-1,-1,0,14.3,71.42,0.000976986,5
QoS_new,Variance Least Core,Equal Split,0,-1,-1,0,14.3,71.42,0.0166919,5
QoS_new,Variance Least Core,Proportional to Consumption,0,-1,-1,0,14.3,71.42,0.00105565,5
QoS_new,Variance Least Core,Remuneration Model 1,0,-1,-1,0,14.3,71.42,0.000889202,5
QoS_new,Variance Least Core,Cascading Tree,0,-1,-1,0,14.3,71.42,0.0101462,5
QoS_new,Variance Least Core,Weighted Solidarity,0,-1,-1,0,14.3,71.42,0.0118595,5
QoS_new,Variance Least Core,Pearson Key,0,-1,-1,0,14.3,71.42,0.00220892,5
QoS_new,Variance Least Core,Pearson-Sharing Rate,0,-1,-1,0,14.3,71.42,0.00230366,5
QoS_new,Variance Least Core,Similarity-Utilization,0,-1,-1,0,14.3,71.42,0.0122303,5
QoS_new,Variance Least Core,Marginal Contribution,0,-1,-1,0,14.3,71.42,0.00104543,5
QoS_new,Variance Least Core,Stratified Expected Value,0,-1,-1,0,14.3,71.42,0.00134443,5
QoS_new,Variance Least Core,Adaptive Sampling Shapley,0,-1,-1,0,14.3,71.42,0.00109027,5
QoS_new,Variance Least Core,Tri-level EP,0,-1,-1,0,14.3,71.42,0.00202242,5
QoS_new,Equal Split,Proportional to Consumption,0,1,1,0,14.3,71.42,0.0156363,5
QoS_new,Equal Split,Remuneration Model 1,0,1,1,0,14.3,71.42,0.0158144,5
QoS_new,Equal Split,Cascading Tree,0,1,1,0,14.3,71.42,0.00654568,5
QoS_new,Equal Split,Weighted Solidarity,0,1,1,0,14.3,71.42,0.00483239,5
QoS_new,Equal Split,Pearson Key,0,1,1,0,14.3,71.42,0.014483,5
QoS_new,Equal Split,Pearson-Sharing Rate,0,1,1,0,14.3,71.42,0.0143882,5
QoS_new,Equal Split,Similarity-Utilization,0,1,1,0,14.3,71.42,0.00446163,5
QoS_new,Equal Split,Marginal Contribution,0,1,1,0,14.3,71.42,0.0156465,5
QoS_new,Equal Split,Stratified Expected Value,0,1,1,0,14.3,71.42,0.0153475,5
QoS_new,Equal Split,Adaptive Sampling Shapley,0,1,1,0,14.3,71.42,0.0156016,5
QoS_new,Equal Split,Tri-level EP,0,1,1,0,14.3,71.42,0.0146695,5
QoS_new,Proportional to Consumption,Remuneration Model 1,1,1,-1,1,14.3,71.42,0.000178147,5
QoS_new,Proportional to Consumption,Cascading Tree,0,-1,-1,0,14.3,71.42,0.00909058,5
QoS_new,Proportional to Consumption,Weighted Solidarity,0,-1,-1,0,14.3,71.42,0.0108039,5
QoS_new,Proportional to Consumption,Pearson Key,0,-1,-1,0,14.3,71.42,0.00115327,5
QoS_new,Proportional to Consumption,Pearson-Sharing Rate,0,-1,-1,0,14.3,71.42,0.00124801,5
QoS_new,Proportional to Consumption,Similarity-Utilization,0,-1,-1,0,14.3,71.42,0.0111746,5
QoS_new,Proportional to Consumption,Marginal Contribution,2,1,1,0,14.3,71.42,0.00020659,5
QoS_new,Proportional to Consumption,Stratified Expected Value,2,1,1,0,14.3,71.42,0.000288781,5
QoS_new,Proportional to Consumption,Adaptive Sampling Shapley,4,1,1,0,14.3,71.42,6.89445e-05,5
QoS_new,Proportional to Consumption,Tri-level EP,0,-1,-1,0,14.3,71.42,0.000966772,5
QoS_new,Remuneration Model 1,Cascading Tree,0,-1,-1,0,14.3,71.42,0.00926873,5
QoS_new,Remuneration Model 1,Weighted Solidarity,0,-1,-1,0,14.3,71.42,0.010982,5
QoS_new,Remuneration Model 1,Pearson Key,0,-1,-1,0,14.3,71.42,0.00133141,5
QoS_new,Remuneration Model 1,Pearson-Sharing Rate,0,-1,-1,0,14.3,71.42,0.00142616,5
QoS_new,Remuneration Model 1,Similarity-Utilization,0,-1,-1,0,14.3,71.42,0.0113528,5
QoS_new,Remuneration Model 1,Marginal Contribution,4,1,1,0,14.3,71.42,0.00017686,5
QoS_new,Remuneration Model 1,Stratified Expected Value,1,-1,1,1,14.3,71.42,0.000466928,5
QoS_new,Remuneration Model 1,Adaptive Sampling Shapley,2,1,1,0,14.3,71.42,0.000212768,5
QoS_new,Remuneration Model 1,Tri-level EP,0,-1,-1,0,14.3,71.42,0.00114492,5
QoS_new,Cascading Tree,Weighted Solidarity,1,-1,1,1,14.3,71.42,0.00171329,5
QoS_new,Cascading Tree,Pearson Key,0,1,1,0,14.3,71.42,0.00793732,5
QoS_new,Cascading Tree,Pearson-Sharing Rate,0,1,1,0,14.3,71.42,0.00784257,5
QoS_new,Cascading Tree,Similarity-Utilization,2,1,1,0,14.3,71.42,0.00208405,5
QoS_new,Cascading Tree,Marginal Contribution,0,1,1,0,14.3,71.42,0.0091008,5
QoS_new,Cascading Tree,Stratified Expected Value,0,1,1,0,14.3,71.42,0.0088018,5
QoS_new,Cascading Tree,Adaptive Sampling Shapley,0,1,1,0,14.3,71.42,0.00905596,5
QoS_new,Cascading Tree,Tri-level EP,0,1,1,0,14.3,71.42,0.00812381,5
QoS_new,Weighted Solidarity,Pearson Key,0,1,1,0,14.3,71.42,0.0096506,5
QoS_new,Weighted Solidarity,Pearson-Sharing Rate,0,1,1,0,14.3,71.42,0.00955586,5
QoS_new,Weighted Solidarity,Similarity-Utilization,3,1,-1,1,14.3,71.42,0.00168475,5
QoS_new,Weighted Solidarity,Marginal Contribution,0,1,1,0,14.3,71.42,0.0108141,5
QoS_new,Weighted Solidarity,Stratified Expected Value,0,1,1,0,14.3,71.42,0.0105151,5
QoS_new,Weighted Solidarity,Adaptive Sampling Shapley,0,1,1,0,14.3,71.42,0.0107692,5
QoS_new,Weighted Solidarity,Tri-level EP,0,1,1,0,14.3,71.42,0.0098371,5
QoS_new,Pearson Key,Pearson-Sharing Rate,1,1,-1,1,14.3,71.42,9.47432e-05,5
QoS_new,Pearson Key,Similarity-Utilization,0,-1,-1,0,14.3,71.42,0.0100214,5
QoS_new,Pearson Key,Marginal Contribution,0,1,1,0,14.3,71.42,0.00116348,5
QoS_new,Pearson Key,Stratified Expected Value,0,1,1,0,14.3,71.42,0.000864487,5
QoS_new,Pearson Key,Adaptive Sampling Shapley,0,1,1,0,14.3,71.42,0.00111865,5
QoS_new,Pearson Key,Tri-level EP,4,-1,-1,0,14.3,71.42,0.000186496,5
QoS_new,Pearson-Sharing Rate,Similarity-Utilization,0,-1,-1,0,14.3,71.42,0.00992662,5
QoS_new,Pearson-Sharing Rate,Marginal Contribution,0,1,1,0,14.3,71.42,0.00125822,5
QoS_new,Pearson-Sharing Rate,Stratified Expected Value,0,1,1,0,14.3,71.42,0.00095923,5
QoS_new,Pearson-Sharing Rate,Adaptive Sampling Shapley,0,1,1,0,14.3,71.42,0.00121339,5
QoS_new,Pearson-Sharing Rate,Tri-level EP,4,-1,-1,0,14.3,71.42,0.000281239,5
QoS_new,Similarity-Utilization,Marginal Contribution,0,1,1,0,14.3,71.42,0.0111848,5
QoS_new,Similarity-Utilization,Stratified Expected Value,0,1,1,0,14.3,71.42,0.0108859,5
QoS_new,Similarity-Utilization,Adaptive Sampling Shapley,0,1,1,0,14.3,71.42,0.01114,5
QoS_new,Similarity-Utilization,Tri-level EP,0,1,1,0,14.3,71.42,0.0102079,5
QoS_new,Marginal Contribution,Stratified Expected Value,0,-1,-1,0,14.3,71.42,0.000298995,5
QoS_new,Marginal Contribution,Adaptive Sampling Shapley,0,-1,-1,0,14.3,71.42,0.000153701,5
QoS_new,Marginal Contribution,Tri-level EP,0,-1,-1,0,14.3,71.42,0.000976986,5
QoS_new,Stratified Expected Value,Adaptive Sampling Shapley,0,1,1,0,14.3,71.42,0.00025416,5
QoS_new,Stratified Expected Value,Tri-level EP,0,-1,-1,0,14.3,71.42,0.000677991,5
QoS_new,Adaptive Sampling Shapley,Tri-level EP,0,-1,-1,0,14.3,71.42,0.000932151,5
EI_orig,Shapley,Nucleolo,0,1,1,0,14.3,100,0.204872,7
EI_orig,Shapley,Nash Bargaining,0,1,1,0,14.3,100,0.0888461,7
EI_orig,Shapley,Variance Least Core,1,-1,1,1,14.3,100,0.169987,7
EI_orig,Shapley,Equal Split,0,-1,-1,0,14.3,100,0.571214,7
EI_orig,Shapley,Proportional to Consumption,1,-1,1,1,14.3,100,0.365552,7
EI_orig,Shapley,Remuneration Model 1,2,-1,-1,0,14.3,100,0.240749,7
EI_orig,Shapley,Cascading Tree,2,-1,-1,0,14.3,100,0.112545,7
EI_orig,Shapley,Weighted Solidarity,1,-1,1,1,14.3,100,0.379263,7
EI_orig,Shapley,Pearson Key,1,-1,1,1,14.3,100,0.356751,7
EI_orig,Shapley,Pearson-Sharing Rate,1,-1,1,1,14.3,100,0.348615,7
EI_orig,Shapley,Similarity-Utilization,1,-1,1,1,14.3,100,0.350268,7
EI_orig,Shapley,Marginal Contribution,0,1,1,0,14.3,100,0.0888461,7
EI_orig,Shapley,Stratified Expected Value,1,-1,1,1,14.3,100,0.112623,7
EI_orig,Shapley,Adaptive Sampling Shapley,3,1,-1,1,14.3,100,0.00585284,7
EI_orig,Shapley,Tri-level EP,1,-1,1,1,14.3,100,0.395073,7
EI_orig,Nucleolo,Nash Bargaining,0,-1,-1,0,14.3,100,0.20054,7
EI_orig,Nucleolo,Variance Least Core,0,-1,-1,0,14.3,100,0.325103,7
EI_orig,Nucleolo,Equal Split,0,-1,-1,0,14.3,100,0.776085,7
EI_orig,Nucleolo,Proportional to Consumption,1,-1,1,1,14.3,100,0.284424,7
EI_orig,Nucleolo,Remuneration Model 1,0,-1,-1,0,14.3,100,0.441298,7
EI_orig,Nucleolo,Cascading Tree,0,-1,-1,0,14.3,100,0.317417,7
EI_orig,Nucleolo,Weighted Solidarity,2,-1,-1,0,14.3,100,0.584135,7
EI_orig,Nucleolo,Pearson Key,1,-1,1,1,14.3,100,0.275623,7
EI_orig,Nucleolo,Pearson-Sharing Rate,1,-1,1,1,14.3,100,0.267487,7
EI_orig,Nucleolo,Similarity-Utilization,2,-1,-1,0,14.3,100,0.444612,7
EI_orig,Nucleolo,Marginal Contribution,0,-1,-1,0,14.3,100,0.20054,7
EI_orig,Nucleolo,Stratified Expected Value,0,-1,-1,0,14.3,100,0.269232,7
EI_orig,Nucleolo,Adaptive Sampling Shapley,0,-1,-1,0,14.3,100,0.203164,7
EI_orig,Nucleolo,Tri-level EP,1,-1,1,1,14.3,100,0.313945,7
EI_orig,Nash Bargaining,Variance Least Core,3,-1,1,1,14.3,100,0.124564,7
EI_orig,Nash Bargaining,Equal Split,0,-1,-1,0,14.3,100,0.575546,7
EI_orig,Nash Bargaining,Proportional to Consumption,1,-1,1,1,14.3,100,0.314655,7
EI_orig,Nash Bargaining,Remuneration Model 1,2,-1,-1,0,14.3,100,0.329595,7
EI_orig,Nash Bargaining,Cascading Tree,0,-1,-1,0,14.3,100,0.188596,7
EI_orig,Nash Bargaining,Weighted Solidarity,1,-1,1,1,14.3,100,0.383595,7
EI_orig,Nash Bargaining,Pearson Key,1,-1,1,1,14.3,100,0.305854,7
EI_orig,Nash Bargaining,Pearson-Sharing Rate,1,-1,1,1,14.3,100,0.297718,7
EI_orig,Nash Bargaining,Similarity-Utilization,1,-1,1,1,14.3,100,0.299372,7
EI_orig,Nash Bargaining,Marginal Contribution,0,0,0,0,NaN,NaN,0,7
EI_orig,Nash Bargaining,Stratified Expected Value,2,-1,-1,0,14.3,100,0.0686927,7
EI_orig,Nash Bargaining,Adaptive Sampling Shapley,0,-1,-1,0,14.3,100,0.089067,7
EI_orig,Nash Bargaining,Tri-level EP,1,-1,1,1,14.3,100,0.344177,7
EI_orig,Variance Least Core,Equal Split,0,-1,-1,0,14.3,100,0.580964,7
EI_orig,Variance Least Core,Proportional to Consumption,0,1,1,0,14.3,100,0.330149,7
EI_orig,Variance Least Core,Remuneration Model 1,1,1,-1,1,14.3,100,0.410736,7
EI_orig,Variance Least Core,Cascading Tree,1,1,-1,1,14.3,100,0.269736,7
EI_orig,Variance Least Core,Weighted Solidarity,2,-1,-1,0,14.3,100,0.328816,7
EI_orig,Variance Least Core,Pearson Key,0,1,1,0,14.3,100,0.321348,7
EI_orig,Variance Least Core,Pearson-Sharing Rate,0,1,1,0,14.3,100,0.313212,7
EI_orig,Variance Least Core,Similarity-Utilization,1,-1,1,1,14.3,100,0.314865,7
EI_orig,Variance Least Core,Marginal Contribution,3,1,-1,1,14.3,100,0.124564,7
EI_orig,Variance Least Core,Stratified Expected Value,3,1,-1,1,14.3,100,0.123964,7
EI_orig,Variance Least Core,Adaptive Sampling Shapley,1,1,-1,1,14.3,100,0.170208,7
EI_orig,Variance Least Core,Tri-level EP,0,1,1,0,14.3,100,0.35967,7
EI_orig,Equal Split,Proportional to Consumption,0,1,1,0,14.3,100,0.741244,7
EI_orig,Equal Split,Remuneration Model 1,0,1,1,0,14.3,100,0.545932,7
EI_orig,Equal Split,Cascading Tree,0,1,1,0,14.3,100,0.458668,7
EI_orig,Equal Split,Weighted Solidarity,0,1,1,0,14.3,100,0.503202,7
EI_orig,Equal Split,Pearson Key,0,1,1,0,14.3,100,0.749915,7
EI_orig,Equal Split,Pearson-Sharing Rate,0,1,1,0,14.3,100,0.741056,7
EI_orig,Equal Split,Similarity-Utilization,0,1,1,0,14.3,100,0.683147,7
EI_orig,Equal Split,Marginal Contribution,0,1,1,0,14.3,100,0.575546,7
EI_orig,Equal Split,Stratified Expected Value,0,1,1,0,14.3,100,0.506853,7
EI_orig,Equal Split,Adaptive Sampling Shapley,0,1,1,0,14.3,100,0.572921,7
EI_orig,Equal Split,Tri-level EP,0,1,1,0,14.3,100,0.788315,7
EI_orig,Proportional to Consumption,Remuneration Model 1,0,-1,-1,0,14.3,100,0.571016,7
EI_orig,Proportional to Consumption,Cascading Tree,0,-1,-1,0,14.3,100,0.430017,7
EI_orig,Proportional to Consumption,Weighted Solidarity,0,-1,-1,0,14.3,100,0.441585,7
EI_orig,Proportional to Consumption,Pearson Key,3,-1,1,1,14.3,100,0.0852391,7
EI_orig,Proportional to Consumption,Pearson-Sharing Rate,2,-1,-1,0,14.3,100,0.0845456,7
EI_orig,Proportional to Consumption,Similarity-Utilization,2,-1,-1,0,14.3,100,0.22786,7
EI_orig,Proportional to Consumption,Marginal Contribution,1,1,-1,1,14.3,100,0.314655,7
EI_orig,Proportional to Consumption,Stratified Expected Value,0,-1,-1,0,14.3,100,0.338409,7
EI_orig,Proportional to Consumption,Adaptive Sampling Shapley,1,1,-1,1,14.3,100,0.365214,7
EI_orig,Proportional to Consumption,Tri-level EP,1,-1,1,1,14.3,100,0.0665806,7
EI_orig,Remuneration Model 1,Cascading Tree,1,-1,1,1,14.3,100,0.141,7
EI_orig,Remuneration Model 1,Weighted Solidarity,1,-1,1,1,14.3,100,0.353982,7
EI_orig,Remuneration Model 1,Pearson Key,0,1,1,0,14.3,100,0.579687,7
EI_orig,Remuneration Model 1,Pearson-Sharing Rate,0,1,1,0,14.3,100,0.570828,7
EI_orig,Remuneration Model 1,Similarity-Utilization,1,-1,1,1,14.3,100,0.465275,7
EI_orig,Remuneration Model 1,Marginal Contribution,2,1,1,0,14.3,100,0.329595,7
EI_orig,Remuneration Model 1,Stratified Expected Value,1,-1,1,1,14.3,100,0.286772,7
EI_orig,Remuneration Model 1,Adaptive Sampling Shapley,2,1,1,0,14.3,100,0.240528,7
EI_orig,Remuneration Model 1,Tri-level EP,0,1,1,0,14.3,100,0.618087,7
EI_orig,Cascading Tree,Weighted Solidarity,1,-1,1,1,14.3,100,0.266718,7
EI_orig,Cascading Tree,Pearson Key,0,1,1,0,14.3,100,0.438688,7
EI_orig,Cascading Tree,Pearson-Sharing Rate,0,1,1,0,14.3,100,0.429828,7
EI_orig,Cascading Tree,Similarity-Utilization,1,-1,1,1,14.3,100,0.375152,7
EI_orig,Cascading Tree,Marginal Contribution,0,1,1,0,14.3,100,0.188596,7
EI_orig,Cascading Tree,Stratified Expected Value,0,1,1,0,14.3,100,0.176567,7
EI_orig,Cascading Tree,Adaptive Sampling Shapley,2,1,1,0,14.3,100,0.114253,7
EI_orig,Cascading Tree,Tri-level EP,0,1,1,0,14.3,100,0.477087,7
EI_orig,Weighted Solidarity,Pearson Key,0,1,1,0,14.3,100,0.51344,7
EI_orig,Weighted Solidarity,Pearson-Sharing Rate,0,1,1,0,14.3,100,0.510711,7
EI_orig,Weighted Solidarity,Similarity-Utilization,0,1,1,0,14.3,100,0.49141,7
EI_orig,Weighted Solidarity,Marginal Contribution,1,1,-1,1,14.3,100,0.383595,7
EI_orig,Weighted Solidarity,Stratified Expected Value,1,1,-1,1,14.3,100,0.330191,7
EI_orig,Weighted Solidarity,Adaptive Sampling Shapley,1,1,-1,1,14.3,100,0.380971,7
EI_orig,Weighted Solidarity,Tri-level EP,0,1,1,0,14.3,100,0.508165,7
EI_orig,Pearson Key,Pearson-Sharing Rate,0,-1,-1,0,14.3,100,0.00885951,7
EI_orig,Pearson Key,Similarity-Utilization,0,-1,-1,0,14.3,100,0.223813,7
EI_orig,Pearson Key,Marginal Contribution,1,1,-1,1,14.3,100,0.305854,7
EI_orig,Pearson Key,Stratified Expected Value,0,-1,-1,0,14.3,100,0.329607,7
EI_orig,Pearson Key,Adaptive Sampling Shapley,1,1,-1,1,14.3,100,0.356413,7
EI_orig,Pearson Key,Tri-level EP,4,1,1,0,14.3,100,0.0383997,7
EI_orig,Pearson-Sharing Rate,Similarity-Utilization,2,-1,-1,0,14.3,100,0.22378,7
EI_orig,Pearson-Sharing Rate,Marginal Contribution,1,1,-1,1,14.3,100,0.297718,7
EI_orig,Pearson-Sharing Rate,Stratified Expected Value,0,-1,-1,0,14.3,100,0.321471,7
EI_orig,Pearson-Sharing Rate,Adaptive Sampling Shapley,1,1,-1,1,14.3,100,0.348277,7
EI_orig,Pearson-Sharing Rate,Tri-level EP,4,1,1,0,14.3,100,0.0472592,7
EI_orig,Similarity-Utilization,Marginal Contribution,1,1,-1,1,14.3,100,0.299372,7
EI_orig,Similarity-Utilization,Stratified Expected Value,1,1,-1,1,14.3,100,0.323125,7
EI_orig,Similarity-Utilization,Adaptive Sampling Shapley,1,1,-1,1,14.3,100,0.34993,7
EI_orig,Similarity-Utilization,Tri-level EP,0,1,1,0,14.3,100,0.224693,7
EI_orig,Marginal Contribution,Stratified Expected Value,2,-1,-1,0,14.3,100,0.0686927,7
EI_orig,Marginal Contribution,Adaptive Sampling Shapley,0,-1,-1,0,14.3,100,0.089067,7
EI_orig,Marginal Contribution,Tri-level EP,1,-1,1,1,14.3,100,0.344177,7
EI_orig,Stratified Expected Value,Adaptive Sampling Shapley,1,1,-1,1,14.3,100,0.111558,7
EI_orig,Stratified Expected Value,Tri-level EP,0,1,1,0,14.3,100,0.36793,7
EI_orig,Adaptive Sampling Shapley,Tri-level EP,1,-1,1,1,14.3,100,0.394735,7
EI_new,Shapley,Nucleolo,4,-1,-1,0,14.3,100,0.203979,7
EI_new,Shapley,Nash Bargaining,3,1,-1,1,14.3,100,0.0305316,7
EI_new,Shapley,Variance Least Core,3,1,-1,1,14.3,100,0.0804813,7
EI_new,Shapley,Equal Split,1,-1,1,1,14.3,100,0.41836,7
EI_new,Shapley,Proportional to Consumption,2,-1,-1,0,14.3,100,0.116288,7
EI_new,Shapley,Remuneration Model 1,1,-1,1,1,14.3,100,0.0570676,7
EI_new,Shapley,Cascading Tree,0,-1,-1,0,14.3,100,0.260858,7
EI_new,Shapley,Weighted Solidarity,1,-1,1,1,14.3,100,0.234321,7
EI_new,Shapley,Pearson Key,2,-1,-1,0,14.3,100,0.0770437,7
EI_new,Shapley,Pearson-Sharing Rate,2,-1,-1,0,14.3,100,0.0981343,7
EI_new,Shapley,Similarity-Utilization,0,-1,-1,0,14.3,100,0.229745,7
EI_new,Shapley,Marginal Contribution,3,1,-1,1,14.3,100,0.0305316,7
EI_new,Shapley,Stratified Expected Value,4,-1,-1,0,14.3,100,0.00951507,7
EI_new,Shapley,Adaptive Sampling Shapley,2,1,1,0,14.3,100,0.00291975,7
EI_new,Shapley,Tri-level EP,1,-1,1,1,14.3,100,0.106183,7
EI_new,Nucleolo,Nash Bargaining,2,1,1,0,14.3,100,0.207399,7
EI_new,Nucleolo,Variance Least Core,3,1,-1,1,14.3,100,0.215495,7
EI_new,Nucleolo,Equal Split,1,-1,1,1,14.3,100,0.350068,7
EI_new,Nucleolo,Proportional to Consumption,3,1,-1,1,14.3,100,0.202095,7
EI_new,Nucleolo,Remuneration Model 1,2,1,1,0,14.3,100,0.202545,7
EI_new,Nucleolo,Cascading Tree,1,-1,1,1,14.3,100,0.239549,7
EI_new,Nucleolo,Weighted Solidarity,3,-1,1,1,14.3,100,0.177977,7
EI_new,Nucleolo,Pearson Key,4,1,1,0,14.3,100,0.198048,7
EI_new,Nucleolo,Pearson-Sharing Rate,3,1,-1,1,14.3,100,0.198014,7
EI_new,Nucleolo,Similarity-Utilization,0,-1,-1,0,14.3,100,0.21369,7
EI_new,Nucleolo,Marginal Contribution,2,1,1,0,14.3,100,0.207399,7
EI_new,Nucleolo,Stratified Expected Value,4,1,1,0,14.3,100,0.203471,7
EI_new,Nucleolo,Adaptive Sampling Shapley,4,1,1,0,14.3,100,0.206899,7
EI_new,Nucleolo,Tri-level EP,2,1,1,0,14.3,100,0.198928,7
EI_new,Nash Bargaining,Variance Least Core,1,1,-1,1,14.3,100,0.0499497,7
EI_new,Nash Bargaining,Equal Split,1,-1,1,1,14.3,100,0.421781,7
EI_new,Nash Bargaining,Proportional to Consumption,2,-1,-1,0,14.3,100,0.113241,7
EI_new,Nash Bargaining,Remuneration Model 1,1,-1,1,1,14.3,100,0.0875992,7
EI_new,Nash Bargaining,Cascading Tree,1,-1,1,1,14.3,100,0.264278,7
EI_new,Nash Bargaining,Weighted Solidarity,1,-1,1,1,14.3,100,0.237741,7
EI_new,Nash Bargaining,Pearson Key,2,-1,-1,0,14.3,100,0.0739966,7
EI_new,Nash Bargaining,Pearson-Sharing Rate,2,-1,-1,0,14.3,100,0.0950873,7
EI_new,Nash Bargaining,Similarity-Utilization,0,-1,-1,0,14.3,100,0.233165,7
EI_new,Nash Bargaining,Marginal Contribution,0,0,0,0,NaN,NaN,0,7
EI_new,Nash Bargaining,Stratified Expected Value,1,-1,1,1,14.3,100,0.0210166,7
EI_new,Nash Bargaining,Adaptive Sampling Shapley,3,-1,1,1,14.3,100,0.0310607,7
EI_new,Nash Bargaining,Tri-level EP,1,-1,1,1,14.3,100,0.136715,7
EI_new,Variance Least Core,Equal Split,1,-1,1,1,14.3,100,0.429876,7
EI_new,Variance Least Core,Proportional to Consumption,3,-1,1,1,14.3,100,0.117678,7
EI_new,Variance Least Core,Remuneration Model 1,1,-1,1,1,14.3,100,0.137549,7
EI_new,Variance Least Core,Cascading Tree,1,-1,1,1,14.3,100,0.272374,7
EI_new,Variance Least Core,Weighted Solidarity,1,-1,1,1,14.3,100,0.245837,7
EI_new,Variance Least Core,Pearson Key,3,-1,1,1,14.3,100,0.0784335,7
EI_new,Variance Least Core,Pearson-Sharing Rate,3,-1,1,1,14.3,100,0.0995242,7
EI_new,Variance Least Core,Similarity-Utilization,0,-1,-1,0,14.3,100,0.241261,7
EI_new,Variance Least Core,Marginal Contribution,1,-1,1,1,14.3,100,0.0499497,7
EI_new,Variance Least Core,Stratified Expected Value,1,-1,1,1,14.3,100,0.0709663,7
EI_new,Variance Least Core,Adaptive Sampling Shapley,3,-1,1,1,14.3,100,0.0810104,7
EI_new,Variance Least Core,Tri-level EP,1,-1,1,1,14.3,100,0.186664,7
EI_new,Equal Split,Proportional to Consumption,1,1,-1,1,14.3,100,0.416476,7
EI_new,Equal Split,Remuneration Model 1,1,1,-1,1,14.3,100,0.416927,7
EI_new,Equal Split,Cascading Tree,1,1,-1,1,14.3,100,0.157502,7
EI_new,Equal Split,Weighted Solidarity,1,1,-1,1,14.3,100,0.184039,7
EI_new,Equal Split,Pearson Key,1,1,-1,1,14.3,100,0.412429,7
EI_new,Equal Split,Pearson-Sharing Rate,1,1,-1,1,14.3,100,0.412395,7
EI_new,Equal Split,Similarity-Utilization,1,1,-1,1,14.3,100,0.291799,7
EI_new,Equal Split,Marginal Contribution,1,1,-1,1,14.3,100,0.421781,7
EI_new,Equal Split,Stratified Expected Value,1,1,-1,1,14.3,100,0.417852,7
EI_new,Equal Split,Adaptive Sampling Shapley,1,1,-1,1,14.3,100,0.42128,7
EI_new,Equal Split,Tri-level EP,2,1,1,0,14.3,100,0.413309,7
EI_new,Proportional to Consumption,Remuneration Model 1,2,1,1,0,14.3,100,0.133056,7
EI_new,Proportional to Consumption,Cascading Tree,1,-1,1,1,14.3,100,0.258974,7
EI_new,Proportional to Consumption,Weighted Solidarity,1,-1,1,1,14.3,100,0.232437,7
EI_new,Proportional to Consumption,Pearson Key,1,-1,1,1,14.3,100,0.0392442,7
EI_new,Proportional to Consumption,Pearson-Sharing Rate,1,-1,1,1,14.3,100,0.0327939,7
EI_new,Proportional to Consumption,Similarity-Utilization,0,-1,-1,0,14.3,100,0.236249,7
EI_new,Proportional to Consumption,Marginal Contribution,2,1,1,0,14.3,100,0.113241,7
EI_new,Proportional to Consumption,Stratified Expected Value,2,1,1,0,14.3,100,0.12235,7
EI_new,Proportional to Consumption,Adaptive Sampling Shapley,2,1,1,0,14.3,100,0.117611,7
EI_new,Proportional to Consumption,Tri-level EP,1,-1,1,1,14.3,100,0.178968,7
EI_new,Remuneration Model 1,Cascading Tree,0,-1,-1,0,14.3,100,0.259424,7
EI_new,Remuneration Model 1,Weighted Solidarity,3,-1,1,1,14.3,100,0.232887,7
EI_new,Remuneration Model 1,Pearson Key,2,-1,-1,0,14.3,100,0.100463,7
EI_new,Remuneration Model 1,Pearson-Sharing Rate,2,-1,-1,0,14.3,100,0.124708,7
EI_new,Remuneration Model 1,Similarity-Utilization,0,-1,-1,0,14.3,100,0.264705,7
EI_new,Remuneration Model 1,Marginal Contribution,1,1,-1,1,14.3,100,0.0875992,7
EI_new,Remuneration Model 1,Stratified Expected Value,1,1,-1,1,14.3,100,0.0665827,7
EI_new,Remuneration Model 1,Adaptive Sampling Shapley,1,1,-1,1,14.3,100,0.0565386,7
