Indicatore,MetodoA,MetodoB,SchedaDa,SchedaA,PenetrazioneDa_pct,PenetrazioneA_pct,DivarioDa,DivarioA,PassiPari
MinMax_con,Shapley,Nucleolo,CER_6_1_0,CER_5_2_0,14.3,28.6,-0.00501256,0.00174915,0
MinMax_con,Shapley,Nash Bargaining,CER_5_2_0,CER_4_3_0,28.6,42.85,7.4506e-05,-1.8197e-05,0
MinMax_con,Shapley,Nash Bargaining,CER_4_3_0,CER_3_4_0,42.85,57.14,-1.8197e-05,1.13747e-05,0
MinMax_con,Shapley,Proportional to Consumption,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.000312794,0.000638568,0
MinMax_con,Shapley,Remuneration Model 1,CER_5_2_0,CER_4_3_0,28.6,42.85,-7.15208e-05,0.000127319,0
MinMax_con,Shapley,Marginal Contribution,CER_5_2_0,CER_4_3_0,28.6,42.85,7.4506e-05,-1.8197e-05,0
MinMax_con,Shapley,Marginal Contribution,CER_4_3_0,CER_3_4_0,42.85,57.14,-1.8197e-05,1.13747e-05,0
MinMax_con,Shapley,Adaptive Sampling Shapley,CER_5_2_0,CER_4_3_0,28.6,42.85,-1.55117e-05,0.000115975,0
MinMax_con,Shapley,Adaptive Sampling Shapley,CER_4_3_0,CER_3_4_0,42.85,57.14,0.000115975,-1.31505e-05,0
MinMax_con,Shapley,Adaptive Sampling Shapley,CER_3_4_0,CER_2_5_0,57.14,71.42,-1.31505e-05,2.14351e-05,0
MinMax_con,Shapley,Tri-level EP,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.000127873,0.00011472,0
MinMax_con,Shapley,Tri-level EP,CER_3_4_0,CER_2_5_0,57.14,71.42,0.00011472,-0.000817089,0
MinMax_con,Nucleolo,Nash Bargaining,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00506189,-0.00167465,0
MinMax_con,Nucleolo,Variance Least Core,CER_4_3_0,CER_3_4_0,42.85,57.14,3.6425e-06,-0.000144572,0
MinMax_con,Nucleolo,Proportional to Consumption,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00493462,-0.00214367,0
MinMax_con,Nucleolo,Remuneration Model 1,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00498608,-0.00182067,0
MinMax_con,Nucleolo,Remuneration Model 1,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00170748,2.52591e-05,0
MinMax_con,Nucleolo,Cascading Tree,CER_6_1_0,CER_5_2_0,14.3,28.6,0.000953863,-0.010017,0
MinMax_con,Nucleolo,Pearson Key,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00491029,-0.00261439,0
MinMax_con,Nucleolo,Pearson-Sharing Rate,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00491105,-0.0026882,0
MinMax_con,Nucleolo,Similarity-Utilization,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00130368,-0.0107648,0
MinMax_con,Nucleolo,Marginal Contribution,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00506189,-0.00167465,0
MinMax_con,Nucleolo,Stratified Expected Value,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00500823,-0.00183041,0
MinMax_con,Nucleolo,Adaptive Sampling Shapley,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00486047,-0.00176467,0
MinMax_con,Nucleolo,Tri-level EP,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00500178,-0.00197069,0
MinMax_con,Nash Bargaining,Proportional to Consumption,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.000294597,0.000627194,0
MinMax_con,Nash Bargaining,Remuneration Model 1,CER_5_2_0,CER_4_3_0,28.6,42.85,-0.000146027,0.000145516,0
MinMax_con,Nash Bargaining,Adaptive Sampling Shapley,CER_5_2_0,CER_4_3_0,28.6,42.85,-9.00177e-05,0.000134172,0
MinMax_con,Nash Bargaining,Adaptive Sampling Shapley,CER_4_3_0,CER_3_4_0,42.85,57.14,0.000134172,-2.45252e-05,0
MinMax_con,Nash Bargaining,Tri-level EP,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.000109676,0.000103345,0
MinMax_con,Nash Bargaining,Tri-level EP,CER_3_4_0,CER_2_5_0,57.14,71.42,0.000103345,-0.00101836,0
MinMax_con,Variance Least Core,Remuneration Model 1,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00171112,0.000169832,0
MinMax_con,Equal Split,Weighted Solidarity,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.0011688,0.000531841,0
MinMax_con,Proportional to Consumption,Marginal Contribution,CER_4_3_0,CER_3_4_0,42.85,57.14,0.000294597,-0.000627194,0
MinMax_con,Proportional to Consumption,Stratified Expected Value,CER_4_3_0,CER_3_4_0,42.85,57.14,0.000124672,-0.00117236,0
MinMax_con,Proportional to Consumption,Adaptive Sampling Shapley,CER_6_1_0,CER_5_2_0,14.3,28.6,-7.41496e-05,0.000379009,0
MinMax_con,Proportional to Consumption,Adaptive Sampling Shapley,CER_4_3_0,CER_3_4_0,42.85,57.14,0.000428769,-0.000651719,0
MinMax_con,Proportional to Consumption,Tri-level EP,CER_4_3_0,CER_3_4_0,42.85,57.14,0.000184921,-0.000523849,0
MinMax_con,Remuneration Model 1,Marginal Contribution,CER_5_2_0,CER_4_3_0,28.6,42.85,0.000146027,-0.000145516,0
MinMax_con,Remuneration Model 1,Stratified Expected Value,CER_6_1_0,CER_5_2_0,14.3,28.6,2.21475e-05,-9.73293e-06,0
MinMax_con,Remuneration Model 1,Adaptive Sampling Shapley,CER_6_1_0,CER_5_2_0,14.3,28.6,-0.000125611,5.60091e-05,0
MinMax_con,Remuneration Model 1,Adaptive Sampling Shapley,CER_5_2_0,CER_4_3_0,28.6,42.85,5.60091e-05,-1.13437e-05,0
MinMax_con,Remuneration Model 1,Tri-level EP,CER_6_1_0,CER_5_2_0,14.3,28.6,1.57007e-05,-0.000150012,0
MinMax_con,Cascading Tree,Weighted Solidarity,CER_3_4_0,CER_2_5_0,57.14,71.42,-0.00354038,0.00300647,0
MinMax_con,Cascading Tree,Similarity-Utilization,CER_6_1_0,CER_5_2_0,14.3,28.6,0.000349813,-0.000747845,0
MinMax_con,Cascading Tree,Similarity-Utilization,CER_5_2_0,CER_4_3_0,28.6,42.85,-0.000747845,3.06696e-05,0
MinMax_con,Cascading Tree,Similarity-Utilization,CER_4_3_0,CER_3_4_0,42.85,57.14,3.06696e-05,-0.000524186,0
MinMax_con,Weighted Solidarity,Similarity-Utilization,CER_3_4_0,CER_2_5_0,57.14,71.42,0.0030162,-0.00363357,0
MinMax_con,Pearson Key,Pearson-Sharing Rate,CER_6_1_0,CER_5_2_0,14.3,28.6,7.51065e-07,-7.38167e-05,0
MinMax_con,Pearson Key,Adaptive Sampling Shapley,CER_6_1_0,CER_5_2_0,14.3,28.6,-4.98262e-05,0.000849722,0
MinMax_con,Pearson Key,Tri-level EP,CER_3_4_0,CER_2_5_0,57.14,71.42,0.000903082,-0.0003633,0
MinMax_con,Pearson-Sharing Rate,Adaptive Sampling Shapley,CER_6_1_0,CER_5_2_0,14.3,28.6,-5.05773e-05,0.000923538,0
MinMax_con,Pearson-Sharing Rate,Tri-level EP,CER_3_4_0,CER_2_5_0,57.14,71.42,0.000949915,-0.000327959,0
MinMax_con,Marginal Contribution,Adaptive Sampling Shapley,CER_5_2_0,CER_4_3_0,28.6,42.85,-9.00177e-05,0.000134172,0
MinMax_con,Marginal Contribution,Adaptive Sampling Shapley,CER_4_3_0,CER_3_4_0,42.85,57.14,0.000134172,-2.45252e-05,0
MinMax_con,Marginal Contribution,Tri-level EP,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.000109676,0.000103345,0
MinMax_con,Marginal Contribution,Tri-level EP,CER_3_4_0,CER_2_5_0,57.14,71.42,0.000103345,-0.00101836,0
MinMax_con,Stratified Expected Value,Adaptive Sampling Shapley,CER_6_1_0,CER_5_2_0,14.3,28.6,-0.000147758,6.57421e-05,0
MinMax_con,Stratified Expected Value,Tri-level EP,CER_5_2_0,CER_4_3_0,28.6,42.85,-0.000140279,6.02491e-05,0
MinMax_con,Stratified Expected Value,Tri-level EP,CER_3_4_0,CER_2_5_0,57.14,71.42,0.000648511,-0.000605605,0
MinMax_con,Adaptive Sampling Shapley,Tri-level EP,CER_6_1_0,CER_5_2_0,14.3,28.6,0.000141311,-0.000206021,0
MinMax_con,Adaptive Sampling Shapley,Tri-level EP,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.000243849,0.00012787,0
MinMax_con,Adaptive Sampling Shapley,Tri-level EP,CER_3_4_0,CER_2_5_0,57.14,71.42,0.00012787,-0.000838524,0
QoS_orig,Shapley,Nucleolo,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.000988215,0.00292233,0
QoS_orig,Shapley,Nash Bargaining,CER_6_1_0,CER_5_2_0,14.3,28.6,2.98359e-05,-0.00304383,0
QoS_orig,Shapley,Nash Bargaining,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00183936,0.000799505,0
QoS_orig,Shapley,Variance Least Core,CER_6_1_0,CER_5_2_0,14.3,28.6,5.10195e-05,-0.00505255,0
QoS_orig,Shapley,Variance Least Core,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00099331,0.00274617,0
QoS_orig,Shapley,Proportional to Consumption,CER_5_2_0,CER_4_3_0,28.6,42.85,-0.000252938,0.00336203,0
QoS_orig,Shapley,Proportional to Consumption,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00336203,-0.00340203,0
QoS_orig,Shapley,Proportional to Consumption,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.00368767,0.0329641,0
QoS_orig,Shapley,Remuneration Model 1,CER_6_1_0,CER_5_2_0,14.3,28.6,-1.42021e-05,0.00605852,0
QoS_orig,Shapley,Remuneration Model 1,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00734787,-0.00682518,0
QoS_orig,Shapley,Cascading Tree,CER_6_1_0,CER_5_2_0,14.3,28.6,-0.00191143,0.00443987,0
QoS_orig,Shapley,Cascading Tree,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00673308,-0.0184315,0
QoS_orig,Shapley,Weighted Solidarity,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.0174794,0.0131475,0
QoS_orig,Shapley,Pearson Key,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00255763,0.00231607,0
QoS_orig,Shapley,Pearson-Sharing Rate,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00260211,0.00227286,0
QoS_orig,Shapley,Similarity-Utilization,CER_3_4_0,CER_2_5_0,57.14,71.42,-0.00297669,0.00196836,0
QoS_orig,Shapley,Similarity-Utilization,CER_2_5_0,CER_1_6_0,71.42,85.71,0.00196836,-0.00868267,0
QoS_orig,Shapley,Similarity-Utilization,CER_1_6_0,CER_0_7_0,85.71,100,-0.00868267,0.00510013,0
QoS_orig,Shapley,Marginal Contribution,CER_6_1_0,CER_5_2_0,14.3,28.6,2.98359e-05,-0.00304383,0
QoS_orig,Shapley,Marginal Contribution,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00183936,0.000799505,0
QoS_orig,Shapley,Stratified Expected Value,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00246063,0.00161565,0
QoS_orig,Shapley,Adaptive Sampling Shapley,CER_5_2_0,CER_4_3_0,28.6,42.85,-0.00019793,0.000154983,0
QoS_orig,Shapley,Adaptive Sampling Shapley,CER_4_3_0,CER_3_4_0,42.85,57.14,0.000154983,-6.23296e-05,0
QoS_orig,Shapley,Adaptive Sampling Shapley,CER_2_5_0,CER_1_6_0,71.42,85.71,-8.58691e-06,0.000121329,0
QoS_orig,Shapley,Tri-level EP,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00200015,0.00140397,0
QoS_orig,Nucleolo,Nash Bargaining,CER_5_2_0,CER_4_3_0,28.6,42.85,0.00199569,-0.000851142,0
QoS_orig,Nucleolo,Variance Least Core,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00284118,-1.3028e-05,0
QoS_orig,Nucleolo,Variance Least Core,CER_3_4_0,CER_2_5_0,57.14,71.42,-0.000176162,0.000100646,0
QoS_orig,Nucleolo,Variance Least Core,CER_2_5_0,CER_1_6_0,71.42,85.71,0.000100646,-0.0114176,0
QoS_orig,Nucleolo,Equal Split,CER_6_1_0,CER_5_2_0,14.3,28.6,0.000189176,-0.00545218,0
QoS_orig,Nucleolo,Proportional to Consumption,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00435024,-0.00632436,0
QoS_orig,Nucleolo,Proportional to Consumption,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.00608468,0.020086,0
QoS_orig,Nucleolo,Remuneration Model 1,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00833609,-0.00974751,0
QoS_orig,Nucleolo,Cascading Tree,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00772129,-0.0213538,0
QoS_orig,Nucleolo,Weighted Solidarity,CER_6_1_0,CER_5_2_0,14.3,28.6,0.000643473,-0.0010934,0
QoS_orig,Nucleolo,Weighted Solidarity,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.0198764,0.000269379,0
QoS_orig,Nucleolo,Weighted Solidarity,CER_1_6_0,CER_0_7_0,85.71,100,0.000269379,-0.0168042,0
QoS_orig,Nucleolo,Pearson Key,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00273312,-0.00367994,0
QoS_orig,Nucleolo,Pearson Key,CER_3_4_0,CER_2_5_0,57.14,71.42,-0.000606262,0.00110414,0
QoS_orig,Nucleolo,Pearson-Sharing Rate,CER_6_1_0,CER_5_2_0,14.3,28.6,0.0027326,-0.00375751,0
QoS_orig,Nucleolo,Pearson-Sharing Rate,CER_3_4_0,CER_2_5_0,57.14,71.42,-0.000649474,0.00109284,0
QoS_orig,Nucleolo,Similarity-Utilization,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00109375,-0.0103104,0
QoS_orig,Nucleolo,Marginal Contribution,CER_5_2_0,CER_4_3_0,28.6,42.85,0.00199569,-0.000851142,0
QoS_orig,Nucleolo,Stratified Expected Value,CER_5_2_0,CER_4_3_0,28.6,42.85,7.50409e-05,-0.00147241,0
QoS_orig,Nucleolo,Adaptive Sampling Shapley,CER_4_3_0,CER_3_4_0,42.85,57.14,0.0011432,-0.00298466,0
QoS_orig,Nucleolo,Tri-level EP,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00270411,-0.00275505,0
QoS_orig,Nucleolo,Tri-level EP,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.000245718,0.0187252,0
QoS_orig,Nash Bargaining,Variance Least Core,CER_6_1_0,CER_5_2_0,14.3,28.6,2.11836e-05,-0.00200872,0
QoS_orig,Nash Bargaining,Variance Least Core,CER_5_2_0,CER_4_3_0,28.6,42.85,-0.00200872,0.000846047,0
QoS_orig,Nash Bargaining,Variance Least Core,CER_2_5_0,CER_1_6_0,71.42,85.71,0.00231553,-0.0061641,0
QoS_orig,Nash Bargaining,Variance Least Core,CER_1_6_0,CER_0_7_0,85.71,100,-0.0061641,0.00329655,0
QoS_orig,Nash Bargaining,Proportional to Consumption,CER_6_1_0,CER_5_2_0,14.3,28.6,-5.46334e-05,0.0027909,0
QoS_orig,Nash Bargaining,Proportional to Consumption,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00520139,-0.00420153,0
QoS_orig,Nash Bargaining,Proportional to Consumption,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.00386979,0.0253395,0
QoS_orig,Nash Bargaining,Remuneration Model 1,CER_6_1_0,CER_5_2_0,14.3,28.6,-4.4038e-05,0.00910236,0
QoS_orig,Nash Bargaining,Remuneration Model 1,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00918723,-0.00762468,0
QoS_orig,Nash Bargaining,Cascading Tree,CER_6_1_0,CER_5_2_0,14.3,28.6,-0.00194127,0.0074837,0
QoS_orig,Nash Bargaining,Cascading Tree,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00857243,-0.019231,0
QoS_orig,Nash Bargaining,Weighted Solidarity,CER_5_2_0,CER_4_3_0,28.6,42.85,-0.00308909,0.000579941,0
QoS_orig,Nash Bargaining,Weighted Solidarity,CER_4_3_0,CER_3_4_0,42.85,57.14,0.000579941,-0.0182646,0
QoS_orig,Nash Bargaining,Weighted Solidarity,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.0176615,0.00552292,0
QoS_orig,Nash Bargaining,Weighted Solidarity,CER_1_6_0,CER_0_7_0,85.71,100,0.00552292,-0.00412273,0
QoS_orig,Nash Bargaining,Pearson Key,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.000718276,0.00151656,0
QoS_orig,Nash Bargaining,Pearson-Sharing Rate,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00076275,0.00147335,0
QoS_orig,Nash Bargaining,Similarity-Utilization,CER_3_4_0,CER_2_5_0,57.14,71.42,-0.00377619,0.00178624,0
QoS_orig,Nash Bargaining,Similarity-Utilization,CER_2_5_0,CER_1_6_0,71.42,85.71,0.00178624,-0.0163072,0
QoS_orig,Nash Bargaining,Stratified Expected Value,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.000621272,0.000816141,0
QoS_orig,Nash Bargaining,Stratified Expected Value,CER_2_5_0,CER_1_6_0,71.42,85.71,0.00142825,-0.00488116,0
QoS_orig,Nash Bargaining,Adaptive Sampling Shapley,CER_6_1_0,CER_5_2_0,14.3,28.6,-4.99489e-05,0.0028459,0
QoS_orig,Nash Bargaining,Adaptive Sampling Shapley,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00199434,-0.000861835,0
QoS_orig,Nash Bargaining,Tri-level EP,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.000160796,0.000604463,0
QoS_orig,Variance Least Core,Proportional to Consumption,CER_6_1_0,CER_5_2_0,14.3,28.6,-7.5817e-05,0.00479961,0
QoS_orig,Variance Least Core,Proportional to Consumption,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00435534,-0.0061482,0
QoS_orig,Variance Least Core,Proportional to Consumption,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.00618533,0.0315036,0
QoS_orig,Variance Least Core,Remuneration Model 1,CER_6_1_0,CER_5_2_0,14.3,28.6,-6.52216e-05,0.0111111,0
QoS_orig,Variance Least Core,Remuneration Model 1,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00834118,-0.00957135,0
QoS_orig,Variance Least Core,Cascading Tree,CER_6_1_0,CER_5_2_0,14.3,28.6,-0.00196245,0.00949242,0
QoS_orig,Variance Least Core,Cascading Tree,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00772639,-0.0211777,0
QoS_orig,Variance Least Core,Weighted Solidarity,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.0199771,0.011687,0
QoS_orig,Variance Least Core,Weighted Solidarity,CER_1_6_0,CER_0_7_0,85.71,100,0.011687,-0.00741928,0
QoS_orig,Variance Least Core,Pearson Key,CER_3_4_0,CER_2_5_0,57.14,71.42,-0.0004301,0.00100349,0
QoS_orig,Variance Least Core,Pearson-Sharing Rate,CER_3_4_0,CER_2_5_0,57.14,71.42,-0.000473312,0.000992191,0
QoS_orig,Variance Least Core,Marginal Contribution,CER_6_1_0,CER_5_2_0,14.3,28.6,-2.11836e-05,0.00200872,0
QoS_orig,Variance Least Core,Marginal Contribution,CER_5_2_0,CER_4_3_0,28.6,42.85,0.00200872,-0.000846047,0
QoS_orig,Variance Least Core,Marginal Contribution,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.00231553,0.0061641,0
QoS_orig,Variance Least Core,Marginal Contribution,CER_1_6_0,CER_0_7_0,85.71,100,0.0061641,-0.00329655,0
QoS_orig,Variance Least Core,Stratified Expected Value,CER_6_1_0,CER_5_2_0,14.3,28.6,-6.31785e-05,8.80689e-05,0
QoS_orig,Variance Least Core,Stratified Expected Value,CER_5_2_0,CER_4_3_0,28.6,42.85,8.80689e-05,-0.00146732,0
QoS_orig,Variance Least Core,Stratified Expected Value,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.00088728,0.00128294,0
QoS_orig,Variance Least Core,Stratified Expected Value,CER_1_6_0,CER_0_7_0,85.71,100,0.00128294,-0.00714973,0
QoS_orig,Variance Least Core,Adaptive Sampling Shapley,CER_6_1_0,CER_5_2_0,14.3,28.6,-7.11325e-05,0.00485462,0
QoS_orig,Variance Least Core,Adaptive Sampling Shapley,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00114829,-0.0028085,0
QoS_orig,Variance Least Core,Tri-level EP,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.000346365,0.0301428,0
QoS_orig,Equal Split,Cascading Tree,CER_4_3_0,CER_3_4_0,42.85,57.14,0.012816,-9.39025e-05,0
QoS_orig,Equal Split,Cascading Tree,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.00155572,0.0229298,0
QoS_orig,Equal Split,Similarity-Utilization,CER_6_1_0,CER_5_2_0,14.3,28.6,0.000904569,-0.00485822,0
QoS_orig,Equal Split,Similarity-Utilization,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00342081,0.0153609,0
QoS_orig,Proportional to Consumption,Remuneration Model 1,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00398584,-0.00342315,0
QoS_orig,Proportional to Consumption,Cascading Tree,CER_6_1_0,CER_5_2_0,14.3,28.6,-0.00188664,0.00469281,0
QoS_orig,Proportional to Consumption,Cascading Tree,CER_4_3_0,CER_3_4_0,42.85,57.14,0.00337105,-0.0150295,0
QoS_orig,Proportional to Consumption,Pearson Key,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00591966,0.00571809,0
QoS_orig,Proportional to Consumption,Pearson Key,CER_2_5_0,CER_1_6_0,71.42,85.71,0.00718882,-0.00583661,0
QoS_orig,Proportional to Consumption,Pearson-Sharing Rate,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00596414,0.00567488,0
QoS_orig,Proportional to Consumption,Pearson-Sharing Rate,CER_2_5_0,CER_1_6_0,71.42,85.71,0.00717752,-0.00671782,0
QoS_orig,Proportional to Consumption,Similarity-Utilization,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.0128658,0.00042534,0
QoS_orig,Proportional to Consumption,Similarity-Utilization,CER_2_5_0,CER_1_6_0,71.42,85.71,0.00565603,-0.0416468,0
QoS_orig,Proportional to Consumption,Marginal Contribution,CER_6_1_0,CER_5_2_0,14.3,28.6,5.46334e-05,-0.0027909,0
QoS_orig,Proportional to Consumption,Marginal Contribution,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00520139,0.00420153,0
QoS_orig,Proportional to Consumption,Marginal Contribution,CER_2_5_0,CER_1_6_0,71.42,85.71,0.00386979,-0.0253395,0
QoS_orig,Proportional to Consumption,Stratified Expected Value,CER_6_1_0,CER_5_2_0,14.3,28.6,1.26385e-05,-0.00471154,0
QoS_orig,Proportional to Consumption,Stratified Expected Value,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00582266,0.00501767,0
QoS_orig,Proportional to Consumption,Stratified Expected Value,CER_2_5_0,CER_1_6_0,71.42,85.71,0.00529805,-0.0302207,0
QoS_orig,Proportional to Consumption,Adaptive Sampling Shapley,CER_5_2_0,CER_4_3_0,28.6,42.85,5.50079e-05,-0.00320705,0
QoS_orig,Proportional to Consumption,Adaptive Sampling Shapley,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00320705,0.0033397,0
QoS_orig,Proportional to Consumption,Adaptive Sampling Shapley,CER_2_5_0,CER_1_6_0,71.42,85.71,0.00367908,-0.0328428,0
QoS_orig,Proportional to Consumption,Tri-level EP,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00536218,0.00480599,0
QoS_orig,Proportional to Consumption,Tri-level EP,CER_2_5_0,CER_1_6_0,71.42,85.71,0.00583896,-0.00136081,0
QoS_orig,Proportional to Consumption,Tri-level EP,CER_1_6_0,CER_0_7_0,85.71,100,-0.00136081,0.00432861,0
QoS_orig,Remuneration Model 1,Cascading Tree,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.00907933,0.0120644,0
QoS_orig,Remuneration Model 1,Weighted Solidarity,CER_2_5_0,CER_1_6_0,71.42,85.71,-0.00749316,0.0285764,0
QoS_orig,Remuneration Model 1,Pearson Key,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00990551,0.00914125,0
QoS_orig,Remuneration Model 1,Pearson-Sharing Rate,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00994998,0.00909804,0
QoS_orig,Remuneration Model 1,Similarity-Utilization,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.0168516,0.00384849,0
QoS_orig,Remuneration Model 1,Marginal Contribution,CER_6_1_0,CER_5_2_0,14.3,28.6,4.4038e-05,-0.00910236,0
QoS_orig,Remuneration Model 1,Marginal Contribution,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00918723,0.00762468,0
QoS_orig,Remuneration Model 1,Stratified Expected Value,CER_6_1_0,CER_5_2_0,14.3,28.6,2.0431e-06,-0.011023,0
QoS_orig,Remuneration Model 1,Stratified Expected Value,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.0098085,0.00844083,0
QoS_orig,Remuneration Model 1,Adaptive Sampling Shapley,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00719289,0.00676285,0
QoS_orig,Remuneration Model 1,Tri-level EP,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00934803,0.00822915,0
QoS_orig,Cascading Tree,Weighted Solidarity,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00799249,0.000966356,0
QoS_orig,Cascading Tree,Pearson Key,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00185439,-0.0131593,0
QoS_orig,Cascading Tree,Pearson Key,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00929071,0.0207476,0
QoS_orig,Cascading Tree,Pearson-Sharing Rate,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00185387,-0.0132369,0
QoS_orig,Cascading Tree,Pearson-Sharing Rate,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00933518,0.0207043,0
QoS_orig,Cascading Tree,Similarity-Utilization,CER_6_1_0,CER_5_2_0,14.3,28.6,0.000215015,-0.0197898,0
QoS_orig,Cascading Tree,Similarity-Utilization,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.0162368,0.0154548,0
QoS_orig,Cascading Tree,Similarity-Utilization,CER_2_5_0,CER_1_6_0,71.42,85.71,0.021034,-0.00531818,0
QoS_orig,Cascading Tree,Similarity-Utilization,CER_1_6_0,CER_0_7_0,85.71,100,-0.00531818,0.0200403,0
QoS_orig,Cascading Tree,Marginal Contribution,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00194127,-0.0074837,0
QoS_orig,Cascading Tree,Marginal Contribution,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00857243,0.019231,0
QoS_orig,Cascading Tree,Stratified Expected Value,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00189928,-0.00940435,0
QoS_orig,Cascading Tree,Stratified Expected Value,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00919371,0.0200471,0
QoS_orig,Cascading Tree,Adaptive Sampling Shapley,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00189132,-0.0046378,0
QoS_orig,Cascading Tree,Adaptive Sampling Shapley,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00657809,0.0183692,0
QoS_orig,Cascading Tree,Tri-level EP,CER_6_1_0,CER_5_2_0,14.3,28.6,0.00182538,-0.0122344,0
QoS_orig,Cascading Tree,Tri-level EP,CER_4_3_0,CER_3_4_0,42.85,57.14,-0.00873323,0.0198355,0
