classe,residenza,periodo,giorno,ora,kwh,anno
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,1,0.06511662389568952,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,23,0.06626958114543902,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,22,0.0726156505678349,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,15,0.08022585374954579,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,9,0.04139368875360781,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,11,0.06749033306875077,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,9,0.06560211564293565,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,3,0.05734905959545167,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,13,0.06516871154653212,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,18,0.09896442697097006,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,20,0.051369003817407874,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,12,0.09641440926319435,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,22,0.04946395241444323,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,0,0.0597634612672729,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,16,0.0416470069250233,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,5,0.058846519155890176,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,1,0.03825000998801439,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,9,0.0873238446690133,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,12,0.09217824173952538,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,13,0.09267007494038833,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,22,0.04546858103609002,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,2,0.03599586829138367,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,15,0.03926020442136103,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,4,0.03347891197229991,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,22,0.0960468547746111,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,19,0.10565933348472807,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,23,0.04456600603085821,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,13,0.04029379977852116,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,8,0.038372473032361167,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,6,0.04995678196360971,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,17,0.08779189342195358,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,14,0.08257679397416504,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,18,0.07337058064563028,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,18,0.07361701978263524,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,17,0.06923914092074734,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,8,0.06320641779243139,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,8,0.08012669061947476,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,7,0.06043692202334637,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,6,0.05351780413487318,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,8,0.03449044527519358,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,13,0.04020259593250005,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,19,0.08310538985094772,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,1,0.054028438549016115,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,23,0.08535895567378762,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,16,0.06429199761585316,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,4,0.05566089744629543,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,6,0.03268605847586071,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,20,0.11254862636322839,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,10,0.06153346806553796,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,8,0.059043578370441434,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,9,0.08236738145427311,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,5,0.045167501144863384,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,10,0.07844787272276445,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,5,0.032444886453715856,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,17,0.09253101402023284,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,13,0.06893774385589986,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,14,0.06572500534269576,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,21,0.07955931053783137,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,14,0.03904837956357134,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,21,0.07803089815606301,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,19,0.08068894599879335,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,4,0.04581567346440346,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,19,0.1136226561367591,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,3,0.03418920168813297,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,21,0.10863298710604703,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,9,0.06487165987017612,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,15,0.041285850312957784,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,12,0.04101231252655544,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,0,0.07640140918749698,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,23,0.08701525690197455,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,17,0.04343632640831002,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,3,0.05784004768933803,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,18,0.04676560388120521,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,5,0.03331975962178718,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,7,0.07924524467676233,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,8,0.08345830451151465,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,3,0.034592275935544016,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,16,0.08748677188599978,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,18,0.09796206710571137,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,15,0.08766436357442943,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,14,0.09038902577495175,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,15,0.040503004897899576,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,10,0.08600564323833314,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,23,0.04364995005992809,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,17,0.09142550811854208,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,11,0.089140745997502,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,20,0.048048784791583435,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,19,0.0463077740045279,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,1,0.06732445497899398,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,14,0.03967994584364825,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,0,0.07692581185420687,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,17,0.044204665209540174,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,16,0.03970940316065166,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,23,0.08572264108095833,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,5,0.05734987509935279,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,6,0.06746546177968134,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,2,0.06081079822868173,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,21,0.049825095123946506,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,4,0.05633207959577608,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,2,0.03495177406160228,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,3,0.05570732794676952,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,12,0.041070582186271715,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,6,0.0629854547519019,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,7,0.07323808050414442,2025
0<potenza_impegnata<=1.5,Residente,anno,Sabato,8,0.08379128817985694,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,22,0.09853300388341533,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,9,0.0882848667456082,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,20,0.11726827827637104,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,11,0.06984944239701682,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,14,0.0410676721267812,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,12,0.07082179921640462,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,20,0.04919857060416389,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,16,0.08779807255592142,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,18,0.09878852261766845,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,10,0.04158514876251309,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,3,0.04709916809134204,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,13,0.09364230184863771,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,21,0.051870164527919004,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,4,0.032979529009632885,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,14,0.08870682871309078,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,20,0.08326797660844217,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,15,0.06519145146869616,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,15,0.0874632710992879,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,11,0.09489599398746668,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,22,0.07342585828408603,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,12,0.08484731908564086,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,16,0.06634229301502015,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,23,0.04594936394287229,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,15,0.06622508548052265,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,11,0.0808038184051806,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,14,0.06754910856026378,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,0,0.04209077423708118,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,2,0.035870087367196435,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,10,0.0653075909756991,2025
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,0,0.0748627369352164,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,18,0.04358185764384326,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,3,0.03473010332750812,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,7,0.06840285730506578,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,5,0.04843868256207346,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,6,0.06021928714712864,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,2,0.04955835649196704,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,4,0.03375851931461249,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,5,0.034422991940783784,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,2,0.05997528089128236,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,18,0.07439915803987814,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,17,0.06799221312474027,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,20,0.08651830127956837,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,6,0.03685811111605239,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,21,0.08291625735276012,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,15,0.06265573504511368,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,22,0.07693242559019126,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,22,0.09574677610342423,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,1,0.03724232872933432,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,7,0.03950814397551765,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,3,0.047409169227589566,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,21,0.1051501837012766,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,12,0.06499917005709077,2025
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,11,0.06292499082471203,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,8,0.04035440574878678,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,1,0.06755469337161457,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,0,0.04149176321747237,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,7,0.052103993065398965,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,6,0.04747981609496187,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,9,0.0403508689572513,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,4,0.045191793910053714,2025
0<potenza_impegnata<=1.5,Residente,anno,Domenica,10,0.0928091369419347,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,19,0.046409057860725855,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,2,0.04838267541851118,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,23,0.06649637932413083,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,10,0.04117461046743907,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,11,0.04215283326674657,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,17,0.0688974324530606,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,20,0.08097081145439003,2025
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,1,0.05356005335426798,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,12,0.04148069316819816,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,2,0.04934526346318232,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,5,0.04630166687019172,2025
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,13,0.04135336596084698,2025
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,7,0.05630323757479546,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,0,0.043000000000000003,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,9,0.042333333333333334,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,10,0.04583333333333334,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,11,0.04683333333333334,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,12,0.04883333333333333,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,13,0.048499999999999995,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,14,0.04650000000000001,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,15,0.04633333333333334,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,16,0.04883333333333333,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,17,0.05366666666666667,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,18,0.05783333333333333,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,1,0.03983333333333333,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,19,0.058166666666666665,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,20,0.057499999999999996,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,21,0.057,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,22,0.051,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,23,0.04733333333333333,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,2,0.03833333333333334,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,3,0.036166666666666666,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,4,0.036,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,5,0.0355,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,6,0.0385,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,7,0.04066666666666666,2025
0<potenza_impegnata<=1.5,Non Residente,01,Domenica,8,0.04066666666666666,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,0,0.04371428571428571,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,9,0.04980952380952381,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,10,0.05,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,11,0.05052380952380952,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,12,0.050095238095238095,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,13,0.04861904761904762,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,14,0.04728571428571429,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,15,0.04814285714285715,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,16,0.05052380952380952,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,17,0.056380952380952386,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,18,0.06042857142857142,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,1,0.039142857142857146,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,19,0.06219047619047619,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,20,0.06104761904761905,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,21,0.05780952380952381,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,22,0.053,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,23,0.04857142857142857,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,2,0.036571428571428574,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,3,0.035571428571428566,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,4,0.035142857142857135,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,5,0.03638095238095238,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,6,0.04238095238095238,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,7,0.048714285714285724,2025
0<potenza_impegnata<=1.5,Non Residente,01,Giorno feriale,8,0.05023809523809525,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,0,0.04225,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,9,0.04625,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,10,0.04775,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,11,0.05,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,12,0.048,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,13,0.048,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,14,0.04825,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,15,0.0485,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,16,0.049,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,17,0.055,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,18,0.05875,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,1,0.0395,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,19,0.059,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,20,0.0565,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,21,0.0545,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,22,0.04975,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,23,0.046,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,2,0.037,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,3,0.03575,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,4,0.035,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,5,0.03525,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,6,0.03925,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,7,0.0425,2025
0<potenza_impegnata<=1.5,Non Residente,01,Sabato,8,0.04525,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,0,0.07616666666666667,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,9,0.09733333333333333,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,10,0.10266666666666667,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,11,0.10583333333333333,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,12,0.10716666666666667,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,13,0.10333333333333333,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,14,0.09749999999999999,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,15,0.09683333333333333,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,16,0.09616666666666666,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,17,0.1055,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,18,0.11599999999999999,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,1,0.06766666666666667,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,19,0.12583333333333332,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,20,0.12483333333333334,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,21,0.11366666666666668,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,22,0.09933333333333333,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,23,0.0855,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,2,0.06033333333333333,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,3,0.056,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,4,0.05516666666666667,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,5,0.05583333333333334,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,6,0.06183333333333333,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,7,0.07283333333333333,2025
0<potenza_impegnata<=1.5,Residente,01,Domenica,8,0.08883333333333333,2025
0<potenza_impegnata<=1.5,Residente,01,Giorno feriale,0,0.07466666666666667,2025
0<potenza_impegnata<=1.5,Residente,01,Giorno feriale,9,0.0919047619047619,2025
0<potenza_impegnata<=1.5,Residente,01,Giorno feriale,10,0.08600000000000001,2025
0<potenza_impegnata<=1.5,Residente,01,Giorno feriale,11,0.08814285714285715,2025
0<potenza_impegnata<=1.5,Residente,01,Giorno feriale,12,0.09376190476190478,2025
0<potenza_impegnata<=1.5,Residente,01,Giorno feriale,13,0.09376190476190477,2025
0<potenza_impegnata<=1.5,Residente,01,Giorno feriale,14,0.09028571428571427,2025
0<potenza_impegnata<=1.5,Residente,01,Giorno feriale,15,0.08576190476190476,2025
0<potenza_impegnata<=1.5,Residente,01,Giorno feriale,16,0.08685714285714285,2025
0<potenza_impegnata<=1.5,Residente,01,Giorno feriale,17,0.09976190476190477,2025
