classe,residenza,periodo,giorno,ora,kwh,anno
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,0,0.041,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,1,0.0383,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,2,0.0368,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,3,0.0361,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,4,0.0355,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,5,0.0359,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,6,0.037,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,7,0.0367,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,8,0.0354,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,9,0.0359,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,10,0.0365,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,11,0.037,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,12,0.0361,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,13,0.0353,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,14,0.0353,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,15,0.036,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,16,0.0377,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,17,0.0421,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,18,0.0448,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,19,0.0464,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,20,0.048,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,21,0.0489,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,22,0.0465,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Giorno feriale,23,0.0439,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,0,0.0412,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,1,0.0388,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,2,0.0374,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,3,0.0365,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,4,0.0357,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,5,0.0352,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,6,0.034,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,7,0.0329,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,8,0.0333,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,9,0.0352,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,10,0.0367,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,11,0.0376,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,12,0.0362,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,13,0.0352,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,14,0.035,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,15,0.0355,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,16,0.0365,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,17,0.0396,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,18,0.042,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,19,0.0433,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,20,0.0451,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,21,0.0465,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,22,0.0448,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Sabato,23,0.0429,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,0,0.0409,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,1,0.0386,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,2,0.0367,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,3,0.0363,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,4,0.0358,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,5,0.0353,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,6,0.0337,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,7,0.0313,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,8,0.031,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,9,0.0323,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,10,0.0341,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,11,0.0352,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,12,0.0347,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,13,0.0335,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,14,0.0327,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,15,0.0326,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,16,0.0338,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,17,0.0376,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,18,0.0402,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,19,0.0427,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,20,0.0454,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,21,0.0474,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,22,0.0456,2024
0<potenza_impegnata<=1.5,Non Residente,anno,Domenica,23,0.0434,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,0,0.0686,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,1,0.06,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,2,0.0549,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,3,0.0526,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,4,0.0528,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,5,0.0556,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,6,0.0617,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,7,0.0698,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,8,0.0707,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,9,0.0707,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,10,0.0686,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,11,0.0696,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,12,0.0737,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,13,0.0735,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,14,0.0706,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,15,0.0692,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,16,0.0722,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,17,0.0808,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,18,0.09,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,19,0.0999,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,20,0.1025,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,21,0.0986,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,22,0.0906,2024
0<potenza_impegnata<=1.5,Residente,anno,Giorno feriale,23,0.0795,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,0,0.0689,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,1,0.0604,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,2,0.0548,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,3,0.0525,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,4,0.0525,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,5,0.0546,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,6,0.0577,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,7,0.0647,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,8,0.0712,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,9,0.0756,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,10,0.0756,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,11,0.0773,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,12,0.0806,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,13,0.08,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,14,0.0779,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,15,0.0752,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,16,0.0756,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,17,0.0807,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,18,0.0862,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,19,0.0952,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,20,0.0981,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,21,0.0944,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,22,0.0882,2024
0<potenza_impegnata<=1.5,Residente,anno,Sabato,23,0.0789,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,0,0.0695,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,1,0.0621,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,2,0.0558,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,3,0.0535,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,4,0.0526,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,5,0.0537,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,6,0.0557,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,7,0.0604,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,8,0.068,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,9,0.0758,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,10,0.0792,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,11,0.0818,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,12,0.0829,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,13,0.0792,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,14,0.0754,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,15,0.074,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,16,0.0757,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,17,0.0815,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,18,0.0879,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,19,0.0968,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,20,0.101,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,21,0.0973,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,22,0.0893,2024
0<potenza_impegnata<=1.5,Residente,anno,Domenica,23,0.0791,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,0,0.0529,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,1,0.0476,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,2,0.0445,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,3,0.0432,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,4,0.0429,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,5,0.0444,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,6,0.0479,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,7,0.0515,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,8,0.051,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,9,0.0514,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,10,0.0507,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,11,0.0514,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,12,0.0527,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,13,0.0522,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,14,0.051,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,15,0.0508,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,16,0.053,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,17,0.0593,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,18,0.0648,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,19,0.0702,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,20,0.0722,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,21,0.0706,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,22,0.0657,2024
0<potenza_impegnata<=1.5,Tutti,anno,Giorno feriale,23,0.0593,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,0,0.0533,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,1,0.0482,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,2,0.0451,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,3,0.0435,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,4,0.0431,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,5,0.0435,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,6,0.0443,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,7,0.0467,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,8,0.0498,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,9,0.0527,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,10,0.0536,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,11,0.0549,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,12,0.0555,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,13,0.0547,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,14,0.0536,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,15,0.0528,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,16,0.0535,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,17,0.0574,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,18,0.0611,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,19,0.0658,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,20,0.0681,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,21,0.0673,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,22,0.0635,2024
0<potenza_impegnata<=1.5,Tutti,anno,Sabato,23,0.0585,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,0,0.0533,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,1,0.0489,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,2,0.045,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,3,0.0437,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,4,0.0431,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,5,0.0433,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,6,0.0432,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,7,0.0439,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,8,0.047,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,9,0.0512,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,10,0.0537,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,11,0.0554,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,12,0.0557,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,13,0.0534,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,14,0.0513,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,15,0.0506,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,16,0.052,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,17,0.0566,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,18,0.061,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,19,0.0662,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,20,0.0696,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,21,0.0691,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,22,0.0645,2024
0<potenza_impegnata<=1.5,Tutti,anno,Domenica,23,0.0589,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,0,0.0428,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,1,0.0406,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,2,0.0396,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,3,0.0388,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,4,0.0378,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,5,0.0371,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,6,0.0327,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,7,0.029,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,8,0.0297,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,9,0.0312,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,10,0.0316,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,11,0.0327,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,12,0.0328,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,13,0.0321,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,14,0.0327,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,15,0.0337,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,16,0.0342,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,17,0.0349,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,18,0.0346,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,19,0.0344,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,20,0.0397,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,21,0.0463,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,22,0.0456,2024
0<potenza_impegnata<=1.5,Non Residente,08,Giorno feriale,23,0.0447,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,0,0.0434,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,1,0.0412,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,2,0.0398,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,3,0.039,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,4,0.0378,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,5,0.0372,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,6,0.0326,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,7,0.0286,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,8,0.0298,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,9,0.0306,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,10,0.032,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,11,0.0326,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,12,0.033,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,13,0.033,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,14,0.0322,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,15,0.033,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,16,0.0338,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,17,0.034,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,18,0.0336,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,19,0.0346,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,20,0.04,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,21,0.0468,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,22,0.0452,2024
0<potenza_impegnata<=1.5,Non Residente,08,Sabato,23,0.0448,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,0,0.043,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,1,0.0404,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,2,0.0388,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,3,0.0388,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,4,0.039,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,5,0.0376,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,6,0.0316,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,7,0.0282,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,8,0.0292,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,9,0.0306,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,10,0.0308,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,11,0.0308,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,12,0.0316,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,13,0.0314,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,14,0.0308,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,15,0.031,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,16,0.0306,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,17,0.0312,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,18,0.0312,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,19,0.032,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,20,0.0378,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,21,0.0446,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,22,0.0438,2024
0<potenza_impegnata<=1.5,Non Residente,08,Domenica,23,0.0434,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,0,0.0856,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,1,0.0785,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,2,0.0736,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,3,0.0706,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,4,0.0683,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,5,0.0676,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,6,0.0651,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,7,0.0652,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,8,0.0664,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,9,0.0682,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,10,0.0673,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,11,0.071,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,12,0.0765,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,13,0.0791,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,14,0.08,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,15,0.0804,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,16,0.0824,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,17,0.0823,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,18,0.0841,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,19,0.0902,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,20,0.0989,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,21,0.1033,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,22,0.1003,2024
0<potenza_impegnata<=1.5,Residente,08,Giorno feriale,23,0.0935,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,0,0.0884,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,1,0.0808,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,2,0.0758,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,3,0.0726,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,4,0.0696,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,5,0.0696,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,6,0.0676,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,7,0.0652,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,8,0.0658,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,9,0.0692,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,10,0.071,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,11,0.0778,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,12,0.0838,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,13,0.0856,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,14,0.0858,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,15,0.0868,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,16,0.0868,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,17,0.0876,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,18,0.0862,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,19,0.0884,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,20,0.097,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,21,0.1008,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,22,0.1,2024
0<potenza_impegnata<=1.5,Residente,08,Sabato,23,0.0946,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,0,0.0856,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,1,0.0806,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,2,0.076,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,3,0.073,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,4,0.0702,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,5,0.0694,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,6,0.0656,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,7,0.064,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,8,0.0674,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,9,0.071,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,10,0.0724,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,11,0.0764,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,12,0.08,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,13,0.0802,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,14,0.0804,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,15,0.0802,2024
0<potenza_impegnata<=1.5,Residente,08,Domenica,16,0.08,2024
